LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default
50000.0,male,university,single,34,1,2,2,2,0,0,35548.0,0.0,21220.0,13.0,1510.0,15018.0,21.0,0
80000.0,male,graduate school,single,28,0,0,0,0,0,0,75923.0,2500.0,2548.0,2500.0,1100.0,1000.0,1000.0,0
20000.0,female,university,married,27,0,0,2,0,0,0,191.0,20200.0,0.0,1310.0,678.0,854.0,767.0,0
100000.0,male,university,married,28,0,0,0,0,0,0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
70000.0,male,university,single,26,0,0,0,0,0,2,65329.0,3000.0,4000.0,2000.0,4030.0,0.0,1000.0,0
50000.0,female,university,married,22,0,0,2,0,0,0,25561.0,2134.0,1000.0,2001.0,910.0,1510.0,500.0,0
50000.0,female,university,single,47,0,0,0,0,0,0,50883.0,2200.0,5300.0,2000.0,2000.0,2000.0,2000.0,1
80000.0,female,graduate school,single,25,0,0,0,0,0,0,53685.0,3291.0,5694.0,5435.0,5510.0,6101.0,6742.0,0
200000.0,female,university,married,44,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
360000.0,female,graduate school,single,39,0,0,0,0,0,0,1070.0,0.0,0.0,0.0,906.0,0.0,4341.0,1
80000.0,male,university,married,36,3,2,2,4,4,3,600.0,0.0,0.0,0.0,0.0,0.0,0.0,1
160000.0,male,high school,married,40,0,0,0,0,0,0,150451.0,7000.0,7500.0,6008.0,5516.0,6011.0,6009.0,0
120000.0,male,university,married,40,0,0,0,0,0,0,94166.0,3500.0,2347.0,5000.0,3000.0,2000.0,10000.0,0
150000.0,male,graduate school,married,49,0,0,0,2,0,0,20604.0,1359.0,3280.0,0.0,1000.0,750.0,681.0,0
10000.0,female,university,single,27,1,2,0,0,0,0,5150.0,0.0,1257.0,1300.0,400.0,410.0,420.0,0
210000.0,female,university,married,46,0,2,0,0,0,0,594.0,0.0,21451.0,0.0,0.0,0.0,0.0,0
390000.0,female,graduate school,single,27,0,0,0,0,0,0,304867.0,13007.0,10612.0,10041.0,11000.0,10512.0,7000.0,1
80000.0,female,graduate school,single,26,0,0,0,0,0,0,3900.0,331.0,9970.0,4250.0,4574.0,0.0,0.0,0
50000.0,male,university,single,43,0,0,0,0,0,0,34110.0,3505.0,0.0,0.0,0.0,0.0,0.0,0
130000.0,female,high school,married,23,0,0,0,0,0,0,109592.0,5733.0,5659.0,4680.0,2325.0,0.0,0.0,0
360000.0,female,university,single,39,0,2,2,0,0,0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
500000.0,female,university,single,28,0,0,0,0,0,0,182416.0,5000.0,3850.0,3248.0,13736.0,14256.0,220371.0,0
290000.0,male,university,single,34,1,0,0,0,0,0,0.0,0.0,4524.0,4000.0,2000.0,0.0,0.0,1
100000.0,female,university,single,30,1,0,0,0,0,0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20000.0,male,university,married,32,2,0,0,2,0,0,18390.0,2000.0,3000.0,0.0,850.0,920.0,750.0,1
280000.0,female,graduate school,single,29,0,0,0,0,0,0,0.0,0.0,320.0,2139.0,0.0,0.0,0.0,0
520000.0,male,graduate school,single,39,0,0,0,0,0,0,13273.0,12712.0,5487.0,5397.0,70137.0,11820.0,7888.0,0
130000.0,female,university,married,45,0,0,0,0,0,0,79277.0,3500.0,3022.0,2000.0,2000.0,2000.0,2000.0,0
20000.0,male,graduate school,single,27,0,0,0,0,0,0,19115.0,1404.0,1130.0,600.0,861.0,313.0,0.0,0
600000.0,male,graduate school,married,53,2,2,0,0,0,0,467150.0,0.0,18000.0,16000.0,16000.0,21000.0,20000.0,1
290000.0,female,graduate school,single,31,0,0,0,0,0,0,21720.0,1240.0,3682.0,4704.0,5258.0,1248.0,9600.0,0
160000.0,male,graduate school,married,51,2,3,2,0,0,0,79244.0,0.0,0.0,8000.0,4000.0,4000.0,4000.0,1
50000.0,female,university,single,23,0,0,0,0,0,0,46968.0,1600.0,1500.0,1500.0,1200.0,1078.0,951.0,0
180000.0,female,graduate school,single,31,0,0,0,0,0,0,4582.0,1359.0,316.0,3072.0,0.0,0.0,316.0,1
500000.0,female,university,married,45,0,0,0,0,0,0,443118.0,155484.0,67533.0,72049.0,70430.0,40721.0,133611.0,0
160000.0,female,university,married,38,0,0,0,0,0,0,61934.0,5000.0,3000.0,6000.0,6000.0,10000.0,5000.0,0
10000.0,male,university,single,24,0,0,0,0,0,0,7521.0,1145.0,1148.0,1021.0,0.0,0.0,0.0,0
10000.0,female,university,single,32,0,0,0,0,0,0,8509.0,1400.0,1300.0,350.0,500.0,1650.0,0.0,0
420000.0,male,graduate school,single,34,0,0,0,0,0,0,131939.0,7000.0,7000.0,5500.0,5500.0,5600.0,5000.0,0
10000.0,female,university,married,31,3,2,0,0,0,0,10243.0,0.0,1281.0,1135.0,448.0,329.0,287.0,0
20000.0,female,university,married,44,8,7,6,5,4,3,16942.0,0.0,0.0,780.0,0.0,0.0,0.0,1
20000.0,male,university,single,40,1,4,3,2,2,2,17361.0,0.0,0.0,0.0,1400.0,0.0,603.0,0
250000.0,female,graduate school,married,42,0,0,0,0,0,0,16240.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30000.0,male,university,married,35,0,0,0,2,0,0,8348.0,1476.0,3500.0,0.0,1000.0,1500.0,0.0,1
80000.0,female,high school,married,25,0,0,0,0,0,0,3377.0,3377.0,3476.0,3377.0,3377.0,5062.0,3387.0,0
30000.0,female,high school,single,26,0,0,0,0,0,0,27594.0,2595.0,1200.0,1020.0,10404.0,51000.0,0.0,0
230000.0,female,others,married,39,0,0,0,0,0,0,7479.0,31280.0,90000.0,0.0,0.0,0.0,0.0,0
30000.0,female,graduate school,single,27,0,0,0,0,0,0,26135.0,2000.0,2500.0,1500.0,1000.0,2000.0,3000.0,0
50000.0,female,university,single,26,0,0,0,0,0,0,390.0,2078.0,390.0,390.0,0.0,780.0,0.0,0
50000.0,male,university,single,39,0,0,0,0,0,0,17698.0,2005.0,4000.0,1000.0,1000.0,2000.0,1000.0,0
180000.0,female,graduate school,single,33,0,0,0,0,0,0,31689.0,10000.0,10000.0,5000.0,3000.0,10000.0,30000.0,0
500000.0,female,graduate school,married,35,0,0,0,0,0,0,3290.0,11000.0,2517.0,2957.0,1000.0,41000.0,170.0,1
20000.0,female,university,married,46,3,2,2,2,3,5,11698.0,2000.0,2000.0,2000.0,4000.0,0.0,1000.0,1
80000.0,male,graduate school,single,40,0,0,0,0,0,0,1068.0,37200.0,2000.0,3000.0,2000.0,3000.0,2000.0,0
230000.0,male,graduate school,married,39,0,0,0,0,0,0,1319.0,770.0,3465.0,0.0,486.0,634.0,0.0,1
160000.0,female,graduate school,married,33,0,0,0,0,0,0,7429.0,8000.0,2000.0,4755.0,0.0,0.0,0.0,0
290000.0,female,university,single,29,0,0,0,0,0,0,19315.0,15000.0,2000.0,3000.0,0.0,0.0,4280.0,0
360000.0,male,graduate school,single,27,0,0,0,0,0,0,2807.0,898.0,5970.0,1396.0,0.0,0.0,0.0,0
300000.0,female,graduate school,married,39,0,0,0,0,0,0,2973.0,2702.0,7286.0,2978.0,2369.0,10011.0,7259.0,0
50000.0,female,university,single,24,0,0,0,0,0,0,54519.0,2000.0,2880.0,1950.0,1050.0,1010.0,1220.0,0
30000.0,female,university,single,27,0,0,2,0,0,0,28392.0,3500.0,0.0,0.0,0.0,0.0,0.0,0
270000.0,male,university,single,37,0,0,0,0,0,0,37695.0,5000.0,2000.0,3000.0,4000.0,3000.0,2000.0,0
50000.0,female,university,single,55,0,0,0,0,0,0,40623.0,1616.0,2180.0,2004.0,1000.0,1002.0,1004.0,0
220000.0,female,graduate school,married,43,0,3,2,0,0,0,1090.0,167.0,0.0,0.0,0.0,0.0,0.0,1
60000.0,male,university,single,37,1,0,0,0,0,0,-391.0,0.0,0.0,1950.0,0.0,1000.0,0.0,0
250000.0,female,graduate school,married,42,0,0,2,0,0,2,744.0,2186.0,0.0,0.0,1522.0,0.0,4389.0,0
30000.0,female,university,single,26,2,2,2,2,0,0,30028.0,0.0,3400.0,0.0,0.0,0.0,0.0,1
200000.0,male,high school,married,38,0,0,0,0,0,0,181532.0,8218.0,7912.0,6284.0,6313.0,6200.0,6419.0,0
50000.0,male,high school,married,39,0,0,0,0,0,0,51400.0,0.0,0.0,0.0,0.0,0.0,0.0,1
230000.0,male,university,married,33,1,2,2,0,0,0,203218.0,10000.0,0.0,8000.0,5000.0,5000.0,4243.0,0
50000.0,female,university,single,24,2,2,7,7,7,7,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,1
500000.0,male,graduate school,single,32,0,0,0,0,0,0,208603.0,8444.0,8009.0,5301.0,5220.0,5419.0,5313.0,0
230000.0,female,university,married,35,0,0,0,0,0,0,76050.0,3000.0,4000.0,3000.0,3000.0,2000.0,3000.0,0
60000.0,male,graduate school,single,29,0,0,0,0,0,0,11976.0,2000.0,2000.0,2000.0,1500.0,1500.0,1500.0,0
160000.0,female,high school,married,30,0,0,0,0,0,0,2215.0,8977.0,1000.0,10770.0,11800.0,10043.0,5325.0,0
110000.0,male,university,married,39,0,0,0,0,0,0,49464.0,3007.0,3000.0,3000.0,3000.0,4000.0,3000.0,0
230000.0,female,university,married,39,2,0,0,0,0,0,183718.0,7236.0,5603.0,4187.0,4327.0,5237.0,15226.0,1
150000.0,female,high school,married,41,0,0,0,0,0,0,20934.0,1500.0,1500.0,1000.0,0.0,0.0,0.0,0
200000.0,female,university,single,32,0,0,0,0,0,0,940.0,174.0,1689.0,1581.0,800.0,0.0,0.0,0
420000.0,male,high school,married,53,0,0,0,0,0,0,3717.0,5.0,0.0,0.0,0.0,0.0,0.0,0
30000.0,female,university,single,25,2,0,0,0,0,0,10343.0,1200.0,1201.0,592.0,500.0,1500.0,0.0,1
20000.0,female,university,single,21,0,0,0,0,0,0,10109.0,3000.0,2000.0,1200.0,5000.0,10000.0,8906.0,0
20000.0,female,graduate school,single,24,0,0,0,0,0,2,19000.0,1000.0,5831.0,14784.0,961.0,0.0,15735.0,0
50000.0,female,university,single,27,2,2,2,2,0,0,47760.0,0.0,3400.0,0.0,1528.0,3038.0,0.0,1
230000.0,male,graduate school,single,32,0,0,0,0,0,0,2785.0,1223.0,1000.0,0.0,0.0,0.0,0.0,0
30000.0,female,graduate school,single,28,0,0,0,0,0,0,13568.0,3166.0,821.0,0.0,0.0,0.0,0.0,0
50000.0,male,university,married,48,2,0,0,0,0,0,49913.0,2077.0,1311.0,689.0,712.0,879.0,799.0,0
50000.0,male,graduate school,single,24,0,0,2,2,2,2,29595.0,3000.0,2000.0,0.0,3200.0,0.0,1600.0,1
80000.0,female,university,single,30,0,0,0,0,0,0,127580.0,13000.0,6000.0,5122.0,5012.0,13000.0,18000.0,0
120000.0,female,graduate school,married,42,0,0,0,0,0,0,112237.0,4097.0,4278.0,4308.0,11540.0,5685.0,4390.0,0
220000.0,female,graduate school,married,33,0,0,0,0,0,0,204205.0,20000.0,10000.0,8140.0,8000.0,7000.0,10000.0,0
200000.0,male,high school,single,33,0,0,0,0,0,0,181542.0,7100.0,5354.0,4363.0,4816.0,4381.0,3330.0,0
50000.0,female,university,married,37,0,0,0,0,0,0,46990.0,2000.0,2019.0,1200.0,1100.0,1069.0,1000.0,0
300000.0,male,graduate school,married,39,0,0,0,0,0,0,20938.0,21169.0,26171.0,18249.0,18238.0,45301.0,120.0,0
250000.0,female,graduate school,single,32,0,0,0,0,0,0,33323.0,2038.0,2065.0,52.0,3336.0,1460.0,1000.0,0
170000.0,male,graduate school,single,48,0,0,0,0,0,0,6203.0,5079.0,0.0,332809.0,6000.0,6000.0,6100.0,0
210000.0,female,graduate school,single,30,0,0,0,0,0,0,87292.0,4600.0,3789.0,3811.0,3465.0,3186.0,4389.0,0
80000.0,female,university,single,22,0,0,0,0,0,0,76737.0,3500.0,10092.0,966.0,2000.0,2000.0,1037.0,0
140000.0,female,university,single,24,0,0,0,0,0,0,34814.0,1887.0,3000.0,1580.0,1294.0,1355.0,5000.0,0
50000.0,male,university,married,46,0,0,0,0,0,0,51400.0,0.0,0.0,0.0,50108.0,2363.0,390.0,0
80000.0,female,high school,single,50,0,0,0,0,0,0,46239.0,1754.0,2210.0,1700.0,1614.0,1600.0,1600.0,0
20000.0,male,university,married,43,2,2,2,2,4,3,14301.0,3000.0,1300.0,3000.0,0.0,0.0,0.0,1
260000.0,female,graduate school,single,30,0,0,0,0,0,0,83138.0,14038.0,5018.0,10000.0,3154.0,13603.0,9189.0,0
200000.0,female,graduate school,single,28,0,0,2,0,0,0,38783.0,26286.0,0.0,1117.0,1117.0,0.0,1128.0,0
220000.0,male,graduate school,single,38,0,0,0,0,0,0,212795.0,8909.0,7500.0,9000.0,6729.0,6000.0,7009.0,1
30000.0,male,graduate school,single,26,1,0,0,0,0,0,0.0,780.0,0.0,8000.0,0.0,0.0,0.0,0
210000.0,female,university,married,35,0,0,0,0,0,0,188.0,971.0,2871.0,5087.0,0.0,3392.0,4000.0,1
350000.0,female,high school,married,38,0,0,0,0,0,0,362.0,792.0,3019.0,4580.0,4000.0,284.0,1000.0,0
50000.0,female,high school,married,58,0,0,0,0,0,0,7308.0,1200.0,1500.0,1300.0,500.0,500.0,500.0,0
